Product_Brand,Product_Name,Product_Type,Product_Category,Product_Original_Price,Product_Offer_Price,Product_Discount,Product_Rating,Product_Ratings_Count,Product_Reviews_Count,Product_Highlight,Product_Stock_Status,Product_Rating_Scale,Product_Price_Difference
Biotique,"Biotique Sensual Jasmine Luxury Perfume
(50ml)",Bath & Body,Fragrances,1500,1425,5,4.2,29,7,,In Stock,High,75
Biotique,"Biotique Advanced Organics Argan Oil
From Morocco Conditioner (300ml)",Hair,hair care,399,0,0,3.5,437,99,,In Stock,Medium,399
Biotique,"Biotique Ubtan & Collagen Tan Removal
Face Scrub (100g)",Skin Care,Cleansers,349,332,5,4.5,231,3,,In Stock,High,17
Biotique,"Biotique Eggplex & Keratin Shampoo
(300ml)",Hair,hair care,419,398,5,4.3,22,0,,In Stock,High,21
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C Ultra Light Gel
Oil-Free Moisturiser (175g)",Skin Care,Moisturizers,290,0,0,4.2,603,39,,In Stock,High,290
Biotique,"Biotique Advanced Organics Coffee
Energizing Face Scrub (50gm)",Skin Care,Cleansers,190,0,0,4.3,1214,105,,In Stock,High,190
Biotique,"Biotique Morning Nectar Nourish &
Hydrate Body Wash (200ml)",Bath & Body,Bath & Shower,220,0,0,4.5,714,93,,In Stock,High,220
Biotique,"Biotique Advanced Ayurveda Winter Cherry
Body Lotion (300ml)",Bath & Body,Body Care,345,0,0,4.4,30,3,,In Stock,High,345
Biotique,"Biotique Ubtan & Collagen Body Wash For
Men & Women (200ml)",Bath & Body,Bath & Shower,235,0,0,4.4,365,15,,In Stock,High,235
Biotique,"Biotique Advanced Organics Coffee
Energizing Face Wash (150ml)",Skin Care,Cleansers,225,0,0,4.3,1485,148,,In Stock,High,225
Biotique,"Biotique Stardew Insta Glow Complexion
Care Foundation SPF 20 - Vanilla (30ml)",Makeup,Face,350,0,0,4.2,270,42,,In Stock,High,350
Biotique,"Biotique Chlorophyll Oil Free Anti-Acne
Gel (50gm)",Skin Care,Moisturizers,250,0,0,4.5,1069,265,,In Stock,High,250
Biotique,"Biotique Advanced Organics 24K Gold
Concentrate Pure Gold Treatment Oil
(30ml)",Skin or Hair or Body,Oil,560,0,0,4.5,200,10,,In Stock,High,560
Biotique,"Biotique Advanced Organics Tea Tree Skin
Clearing Clay Mask (70gm)",Skin Care,Masks,250,0,0,4.3,988,105,,In Stock,High,250
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Face Pack (100g)",Skin Care,Masks,180,0,0,4.3,1306,149,,In Stock,High,180
Biotique,"Biotique Bio Papaya Visibly Flawless
Skin Face Wash For All Skin Types (pack
of 2)(100ml Each)",Kits & Combos,Combo,360,320,11,4.4,1979,179,,In Stock,High,40
Biotique,"Biotique Bio Basil & Sandalwood
Refreshing Body Powder (150gm)",Makeup,Face,210,0,0,4.4,1050,208,,In Stock,High,210
Biotique,"Biotique Bio Almond & Cashew Fresh
Replenishing Hair Serum (40ml)",Hair,hair care,159,0,0,4.1,354,44,,In Stock,High,159
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C & Gotu Kola Night
Cream (50g)",Skin Care,Moisturizers,340,0,0,4.3,159,11,,In Stock,High,340
Biotique,"Biotique Advanced Organics Glow Tonic
Gel Pure Vitamin E Gentle Face Wash
(150ml)",Skin Care,Cleansers,225,0,0,4.3,622,32,,In Stock,High,225
Biotique,"Biotique Disney Cars Bio Nutty Almond
Nourishing Soap (75gm)",Bath & Body,Bath & Shower,55,0,0,4.4,662,39,,In Stock,High,55
Biotique,"Biotique Diva Pout Lipstick - Dark
Romance (4gm)",Makeup,Lips,800,0,0,4.4,71,4,,In Stock,High,800
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Lip Balm (12gm)",Makeup,Lips,210,0,0,4.4,668,111,,In Stock,High,210
Biotique,"Biotique Bio Basil & Parsley
Revitalizing Bathing Bar (75gm)",Bath & Body,Bath & Shower,69,0,0,4.4,1264,147,,In Stock,High,69
Biotique,"Biotique Bio Fruit Brightening-
Depigmentation & Tan Removal Face Pack
(235g)",Skin Care,Masks,640,0,0,4.3,330,58,,In Stock,High,640
Biotique,"Biotique Bio Orris Root Brightening Face
Wash For Men (120ml)",Skin Care,Cleansers,150,0,0,4.4,969,138,,In Stock,High,150
Biotique,"Biotique Bio Clove Oil Control Anti-
Blemish Face Pack (75gm)",Skin Care,Masks,240,0,0,4.4,1452,351,,In Stock,High,240
Biotique,"Biotique Party Ready Instant Glow Facial
Kit with Swiss Magic Dark Spot Corrector
(50gm+15gm)",Kits & Combos,Combo,300,0,0,4.4,496,94,,In Stock,High,300
Biotique,"Biotique Bio Basil & Parsley
Revitalizing Body Wash (200ml)",Bath & Body,Bath & Shower,220,0,0,4.4,1053,147,,In Stock,High,220
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C Illuminating Body
Wash (200ml)",Bath & Body,Bath & Shower,199,0,0,4.3,540,18,,In Stock,High,199
Biotique,"Biotique Diva Shine Lip Gloss -Summer
Cocktail-P106 (3ml)",Makeup,Lips,499,0,0,3.9,416,56,,In Stock,Medium,499
Biotique,"Biotique Advanced Organics Tea Tree Skin
Clearing Night Mask (50gm)",Skin Care,Masks,290,0,0,4.3,709,96,,In Stock,High,290
Biotique,"Biotique Anti Tan Facial Kit with Free
Swiss Magic Dark Spot Corrector (65gm)",Kits & Combos,Combo,300,0,0,4.3,763,89,,In Stock,High,300
Biotique,"Biotique Ubtan & Collagen Face Wash (150
ml)",Skin Care,Cleansers,375,0,0,4.4,104,1,,In Stock,High,375
Biotique,"Biotique Bio Pistachio ANTI-AGEING
Nourishing Face Pack (50g)",Skin Care,Masks,240,0,0,4.3,355,99,,In Stock,High,240
Biotique,"Biotique Advanced Organics Apple Cider
Vinegar Clarify & Shine Shampoo (300ml)",Hair,hair care,330,0,0,4.1,249,28,,In Stock,High,330
Biotique,"Biotique Bio Aloe Vera SPF 30+ UVA/UVB
PA++ Sunscreen Ultra Protective Face
Cream (50gm)",Skin Care,Moisturizers,220,0,0,4.3,553,56,,In Stock,High,220
Biotique,"Biotique Bio Sandalwood 50+ SPF
Sunscreen Ultra Soothing Face Lotion
(100ml)",Skin Care,Moisturizers,380,0,0,4.2,1171,151,,In Stock,High,380
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C Treatment Oil
(30ml)",Skin or Hair or Body,Oil,560,0,0,4.5,91,9,,In Stock,High,560
Biotique,"Biotique Apple Cider Vinegar Deep
Cleansing & Brightening Face Wash
(150ml)",Skin Care,Cleansers,225,0,0,4.3,671,52,,In Stock,High,225
Biotique,"Biotique Ubtan & Collagen Ultra Light
Gel Oil-Free Moisturizer (200ml)",Skin Care,Moisturizers,349,0,0,4.4,43,2,,In Stock,High,349
Biotique,"Biotique Starstruck Matte Blush - Coral
Cache (6g)",Makeup,Face,450,0,0,4.2,613,116,,In Stock,High,450
Biotique,"Biotique Advanced Organics Tea Tree Skin
Clearing Day Gel SPF30 (50gm)",Skin Care,Moisturizers,340,0,0,4.3,317,32,,In Stock,High,340
Biotique,"Biotique Bio Pink Lentils 3-In-1 Matte
Look Daily SunBlock SPF 40 (100ml)",Skin Care,Sun Care,395,0,0,3.9,521,53,,In Stock,Medium,395
Biotique,"Biotique Bio Berberry Hydrating Cleanser
for All Skin Types (800ml)",Skin Care,Cleansers,1100,0,0,4.4,51,6,,In Stock,High,1100
Biotique,"Biotique Starglow Sheer Skin Illuminator
- Rose-N-Quartz (4gm)",Makeup,Face,400,0,0,4.2,217,21,,In Stock,High,400
Biotique,"Biotique Bio Aloe Vera 30+ SPF Sunscreen
Ultra Soothing Body Lotion (100ml)",Bath & Body,Body Care,285,0,0,4.0,471,84,,In Stock,High,285
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C Sleeping Mask
(50g)",Skin Care,Masks,290,0,0,4.2,112,4,,In Stock,High,290
Biotique,"Biotique Advanced Organics Tea Tree Skin
Clearing Eye Mask (15gm)",Skin Care,Masks,250,0,0,4.4,235,12,,In Stock,High,250
Biotique,"Biotique Milk Protein Instant Glow Face
Pack (175gm)",Skin Care,Masks,640,0,0,4.4,97,7,,In Stock,High,640
Biotique,"Biotique Advanced Organics Coffee
Energizing Body Scrub (100gm)",Bath & Body,Body Care,299,0,0,4.5,397,69,,In Stock,High,299
Biotique,"Biotique Silver Complete 6 Step Facial
Kit (65gm)",Kits & Combos,Combo,300,0,0,4.3,342,25,,In Stock,High,300
Biotique,"Biotique Walnut exfoliating & polishing
Face Scrub (175gm)",Skin Care,Cleansers,640,0,0,4.4,109,10,,In Stock,High,640
Biotique,"Biotique Bio Orange Brightening Face
Lotion For Men (120ml)",Skin Care,Moisturizers,200,0,0,4.4,365,58,,In Stock,High,200
Biotique,"Biotique Advanced Organics Tea Tree Skin
Clearing Scrub (50gm)",Skin Care,Cleansers,190,0,0,4.4,472,38,,In Stock,High,190
Biotique,"Biotique Pearl White Facial Kit with
Free Gift Dark Spot Corrector (65gm)",Kits & Combos,Combo,300,0,0,4.2,680,116,,In Stock,High,300
Biotique,"Biotique Starshimmer Glam Lip Gloss -
Gypsy Love (3.5ml)",Makeup,Lips,450,0,0,4.0,162,30,,In Stock,High,450
Biotique,"Biotique Professional Rosehip Seed Oil +
Sandalwood Spray 50+ SPF UVB & PA+++ UVA
(120ml)",Skin Care,Sun Care,1050,0,0,4.0,1,0,,In Stock,High,1050
Biotique,"Biotique Bio Peach Clarifying & Refining
Peel - Off Mask (50gm)",Skin Care,Masks,240,0,0,3.9,302,71,,In Stock,Medium,240
Biotique,"Biotique Blissful Lavender Luxury Edt
Perfume (50ml)",Bath & Body,Fragrances,1500,0,0,4.2,20,4,,In Stock,High,1500
Biotique,"Biotique Bio Plantain Fit & Fair
Vitalizer Lightening & Anit-Aging Skin
Care For Men (120ml)",Others,Others,200,0,0,4.3,180,27,,In Stock,High,200
Biotique,"Biotique Professional Clarifying + Oil &
Pimple Control Stem Cell Cleansing Face
Wash (100ml)",Skin Care,Cleansers,450,0,0,3.7,3,0,,In Stock,Medium,450
Biotique,"Biotique Diva Satin Smooth 3-In-1
Compact Makeup - Almond Glow (9gm)",Makeup,Face,750,0,0,3.8,43,7,,In Stock,Medium,750
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C & SPF 30 Face
Cream (50g)",Skin Care,Moisturizers,340,0,0,4.4,171,5,,In Stock,High,340
Biotique,"Biotique Advanced Organics Apple Cider
Vinegar Anti-Imperfection (30ml)",Others,Others,560,0,0,4.1,49,10,,In Stock,High,560
Biotique,"Biotique Bio Neem Margosa Anti -
Dandurff Shampoo & Conditioner (800ml)",Hair,hair care,950,0,0,3.9,71,8,,In Stock,Medium,950
Biotique,"Biotique Rejuvenating Vetiver Luxury
Perfume For Men (50ml)",Bath & Body,Fragrances,1875,0,0,4.4,7,1,,In Stock,High,1875
Biotique,"Biotique Starlit Moisturising Lipstick -
Liquid Fire (3.5g)",Makeup,Lips,550,0,0,3.7,63,9,,In Stock,Medium,550
Biotique,"Biotique Advanced Organics Clarity
Cleanser Clay Fresh Hibiscus &
Grapefruit Shower Gel (200ml)",Bath & Body,Bath & Shower,199,0,0,4.3,83,3,,In Stock,High,199
Biotique,"Biotique Royal Saffron Luxury Perfume
For Men & Women (50ml)",Bath & Body,Fragrances,1500,0,0,4.9,7,0,,In Stock,High,1500
Biotique,"Biotique Aloe Vera & Raspberry SPF 50
Non- Sticky Hydra Gel Sunscreen (100g)",Skin Care,Moisturizers,799,0,0,3.7,21,2,,In Stock,Medium,799
Biotique,"Biotique Advanced Organics Tea Tree
Targeted Skin Clearing Gel (15gm)",Skin Care,Moisturizers,375,0,0,4.2,113,16,,In Stock,High,375
Biotique,"Biotique Startouch Falwless Matte
Compact - Honey Glow-C303 (9gm)",Makeup,Face,450,0,0,4.4,68,11,,In Stock,High,450
Biotique,"Biotique Diva Glimmer Sparkling
Eyeshadow - Gold Rush (1.5g)",Makeup,Eyes,440,0,0,3.9,28,6,,In Stock,Medium,440
Biotique,"Biotique Imperial Patchouli Luxury
Perfume For Men & Women (50ml)",Bath & Body,Fragrances,1500,0,0,4.4,18,2,,In Stock,High,1500
Biotique,"Biotique Professional Clarifying + Oil &
Pimple Control (30ml)",Skin or Hair or Body,Oil,850,0,0,0.0,0,0,,In Stock,Low,850
Biotique,"Biotique Ocean Kelp Protein Rich Hair
And Body Wash (120ml)",Bath & Body,Bath & Shower,180,0,0,4.4,115,15,,In Stock,High,180
Biotique,"Biotique Diva Radiance Illuminating
Foundation SPF 25 - Pearl Barley- F101
(30ml)",Makeup,Face,750,0,0,3.8,36,12,,In Stock,Medium,750
Biotique,"Biotique Sandalwood Sunscreen Stick SPF
50+(20g)",Skin Care,Sun Care,799,719,10,3.9,7,2,,In Stock,Medium,80
Biotique,"Biotique Professional Clarifying + Oil &
Pimple Control Nourishing Gel (50g)",Skin Care,Moisturizers,600,0,0,0.0,0,0,,In Stock,Low,600
Biotique,"Biotique Fresh Neroli Luxury Cologne For
Men (50ml)",Bath & Body,Fragrances,1500,0,0,3.4,5,0,,In Stock,Medium,1500
Biotique,"Biotique Starshine Matte Lipstick -
Fire-N-Berries (3.5g)",Makeup,Lips,600,0,0,3.8,51,8,,In Stock,Medium,600
Biotique,"Biotique Diva Define Perfect Brow Filler
-Mocha Espresso-EB10 (3g)",Makeup,Eye Brow,600,0,0,3.4,11,0,,In Stock,Medium,600
Biotique,"Biotique Bio Walnut Purifying &
Polishing Scrub (50g)",Skin Care,Cleansers,150,0,0,4.4,227,13,,In Stock,High,150
Biotique,"Biotique Stargaze Matte Eye Liner -
Charcoal Black (3.5ml)",Makeup,Eyes,375,0,0,3.4,62,16,,In Stock,Medium,375
Biotique,"Biotique Diva Secret Cover Care
Concealer - Iced Ivory (3.5ml)",Makeup,Face,650,0,0,3.9,15,3,,In Stock,Medium,650
Biotique,"Biotique Diva Silk Pore Perfect Primer
(30ml)",Makeup,Face,650,0,0,3.2,50,6,,In Stock,Medium,650
Biotique,"Biotique Starburst Matte Moussse
Foundation SPF 20 - Caramel Mocha (15ml)",Makeup,Face,650,0,0,3.9,15,5,,In Stock,Medium,650
Biotique,"Biotique Stardust Eye Shadow - Starry
Night (7gm)",Makeup,Eyes,600,0,0,3.8,18,2,,In Stock,Medium,600
Biotique,"Biotique Diva Dreams Two In One Mascara
Volume & Definition - Onyx (9ml)",Makeup,Eyes,600,0,0,3.1,46,20,,In Stock,Medium,600
Biotique,"Biotique Diva Palette Eye Shadow -
Forest Shimmers (9gm)",Makeup,Eyes,800,0,0,3.6,14,2,,In Stock,Medium,800
Biotique,"Biotique Lipstick Pack Of 3 - Nude
Edition With Lipstick Case Kit (12.6 g)",Kits & Combos,Combo,847,0,0,0.0,0,0,,In Stock,Low,847
Biotique,"Biotique Born To Party With Makeup Pouch
Kit (25.7 g)",Accessories & Life Style,Bag & Storage,1849,0,0,0.0,0,0,,In Stock,Low,1849
Biotique,"Biotique Wakeup Makeup Everyday
Essential Kit With Makeup Pouch (46.2 g)",Accessories & Life Style,Bag & Storage,1149,0,0,0.0,0,0,,In Stock,Low,1149
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Sun Protector SPF 30+ Combo
Pack (2 pcs)",Kits & Combos,Combo,490,245,50,4.4,4606,711,,Out Of Stock,High,245
Biotique,"Biotique Organics Cherry Blosson Shea &
Vitamin E Shower Gel & Cherry
Rejuvenating Body Lotion Combo (2 pcs)",Kits & Combos,Combo,409,199,51,4.3,329,12,,Out Of Stock,High,210
Biotique,"Biotique Herbcolor Hair Color 3N -
Darkest Brown (Pack Of 2)(2 pcs)",Kits & Combos,Combo,600,300,50,4.3,20515,1044,,Out Of Stock,High,300
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Sun Protector SPF 30+(120ml)",Skin Care,Sun Care,245,0,0,4.4,4479,710,,Out Of Stock,High,245
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Skin Moisturizer (800ml)",Skin Care,Moisturizers,1250,0,0,4.7,214,28,,Out Of Stock,High,1250
Biotique,"Biotique Milk Soothing Cream Moisture To
Baby (50g)",Skin Care,Moisturizers,65,0,0,4.4,3750,387,,Out Of Stock,High,65
Biotique,"Biotique Morning Nectar Nourish &
Hydrate Moisturizing Cream (50gm)",Skin Care,Moisturizers,250,0,0,4.4,4984,592,,Out Of Stock,High,250
Biotique,"Biotique Ubtan & Collagen Skin
Brightening Face Pack Mask (50 g)",Skin Care,Masks,250,0,0,4.2,65,3,,Out Of Stock,High,250
Biotique,"Biotique Advanced Organics Refreshing
Cherry Blossom Shea & Vitamin E Shower
Gel (200ml)",Bath & Body,Bath & Shower,199,0,0,4.3,301,12,,Out Of Stock,High,199
Biotique,"Biotique Skincare Routine Cleanser,
Toner, Moisturizer & Sunscreen Combo (4
pcs)",Kits & Combos,Combo,1120,504,55,4.4,98226,9969,,Out Of Stock,High,616
Biotique,"Biotique Disney Baby Bio Green Apple
Tearproof Shampoo (190ml)",Hair,hair care,175,0,0,4.5,535,48,,Out Of Stock,High,175
Biotique,"Biotique Bio Musk Root Fresh Growth
Nourishing Treatment Pack (230gm)",Others,Others,230,0,0,4.4,2589,764,,Out Of Stock,High,230
Biotique,"Biotique Bio Myristica Spot Correcting
Anti-Acne Face Pack (20g)",Skin Care,Masks,199,0,0,4.2,3102,884,,Out Of Stock,High,199
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C Brightening
Concentrate (30ml)",Others,Others,560,0,0,4.3,228,10,,Out Of Stock,High,560
Biotique,"Biotique Professional Brightening +
Whitening Stem Cell Night Cream For
Reducing Pigmentation (50g)",Skin Care,Moisturizers,800,0,0,4.2,11,1,,Out Of Stock,High,800
Biotique,"Biotique Bio Musk Root Fresh Hair Growth
Nourishing Treatment Pack (900gm)",Others,Others,620,0,0,4.4,1064,179,,Out Of Stock,High,620
Biotique,"Biotique Disney Princess Ariel Berry
Smoothie Body Wash (180ml)",Bath & Body,Bath & Shower,175,0,0,4.4,519,47,,Out Of Stock,High,175
Biotique,"Biotique Professional Brightening +
Whitening Stem Cell Day Cream with SPF
30+ PA+++(50g)",Skin Care,Moisturizers,750,0,0,3.3,3,0,,Out Of Stock,Medium,750
Biotique,"Biotique Bio Morning Nectar Visibly
Flawless Face Scrub (100gm)",Skin Care,Cleansers,140,0,0,4.5,514,73,,Out Of Stock,High,140
Biotique,"Biotique Bio Gotu Kola Smooth Skin
Lotion (75ml)",Skin Care,Moisturizers,99,0,0,4.3,470,84,,Out Of Stock,High,99
Biotique,"Biotique Morning Nectar Nourish &
Hydrate Face Scrub (50gm)",Skin Care,Cleansers,75,0,0,4.4,1554,189,,Out Of Stock,High,75
Biotique,"Biotique Herbcolor Hair Color 4N - Brown
(Pack Of 2)(2 pcs)",Kits & Combos,Combo,600,300,50,4.3,20405,1041,,Out Of Stock,High,300
Biotique,"Biotique Morning Nectar Nourish &
Hydrate Eye Cream (15gm)",Skin Care,Moisturizers,199,0,0,4.1,264,46,,Out Of Stock,High,199
Biotique,"Biotique Advanced Organics Vitamin C
Dark Spot Solution (30ml)",Others,Others,560,0,0,4.3,3048,212,,Out Of Stock,High,560
Biotique,"Biotique Diva Duo Blush - Sassy-N-Spicy
(9gm)",Kits & Combos,Combo,725,0,0,3.6,51,10,,Out Of Stock,Medium,725
Biotique,"Biotique Quince Seed Anti-Ageing Face
Massage Cream (175gm)",Skin Care,Moisturizers,520,0,0,4.4,240,39,,Out Of Stock,High,520
Biotique,"Biotique Professional Age Reversal +
Wrinkle Filler Stem Cell Day Cream SPF
30+ PA+++(50g)",Skin Care,Moisturizers,850,0,0,4.7,6,1,,Out Of Stock,High,850
Biotique,"Biotique Professional Brightening +
Whitening Stem Cell Face Wash (100ml)",Skin Care,Cleansers,450,0,0,4.3,13,0,,Out Of Stock,High,450
Biotique,"Biotique Basil & Parsley Revitalizing
Bathing Bar-Pack of 3 (Each 75gm)",Kits & Combos,Combo,170,0,0,4.6,756,100,,Out Of Stock,High,170
Biotique,"Biotique Professional Age Reversal +
Wrinkle Filler Stem Cell Night Cream
(50g)",Skin Care,Moisturizers,900,0,0,4.8,8,0,,Out Of Stock,High,900
Biotique,"Biotique Professional Clarifying + Oil &
Pimple Control Astringent Herbal Lotion
(60ml)",Skin or Body,Moisturizers,400,0,0,4.2,9,1,,Out Of Stock,High,400
Biotique,"Biotique Disney Bio Berry Body Wash
(190ml)",Bath & Body,Bath & Shower,180,0,0,4.5,193,19,,Out Of Stock,High,180
Biotique,"Biotique Professional Age Reversal +
Wrinkle Filler Stem Cell Face Wash
(100ml)",Skin Care,Cleansers,450,0,0,4.1,7,0,,Out Of Stock,High,450
Biotique,"Biotique Professional Age Reversal +
Wrinkle Filler Stem Cell Serum (30ml)",Skin Care,Serums,850,0,0,5.0,1,0,,Out Of Stock,High,850
Biotique,"Biotique Bio Morning Nectar Moisturize &
Nourish Visibly Flawless Face Wash (All
Skin Types)(50ml)",Skin Care,Cleansers,65,0,0,4.3,2887,165,,Out Of Stock,High,65
Biotique,"Biotique Advanced Organics Youth Renewal
Blue Orchid Anti Ageing Treatment Oil
(30ml)",Skin or Hair or Body,Oil,560,0,0,3.9,24,1,,Out Of Stock,Medium,560
Biotique,"Biotique Morning Nectar Moisturizing
Cream Bathing Bar - Pack of 3 Save Rs.10
(Each 75gm)",Kits & Combos,Combo,140,0,0,4.4,411,45,,Out Of Stock,High,140
Biotique,"Biotique Bio Sea Kelp Fresh Growth
Revitalizing Conditioner (75ml)",Hair,hair care,75,0,0,3.7,1025,210,,Out Of Stock,Medium,75
Biotique,"Biotique Bio Flame Of The Forest Fresh
Shine Expertise Oil For Damaged & Color
Treated Hair (120ml)",Skin or Hair or Body,Oil,159,0,0,4.2,455,94,,Out Of Stock,High,159
Biotique,"Biotique Advanced Organics Clear
Improvement Vitamin C & Rosehip
Treatment Oil (30ml)",Skin or Hair or Body,Oil,560,0,0,4.4,79,2,,Out Of Stock,High,560
Biotique,"Biotique Advanced Ayurveda Bio Rose Pore
Tightening Toner (120ml)",Skin Care,Toners,220,0,0,4.4,2997,354,,Out Of Stock,High,220
Biotique,"Biotique Disney Baby Bio Basil and
Sandalwood Powder (150gm)",Makeup,Face,135,0,0,4.5,218,28,,Out Of Stock,High,135
Biotique,"Biotique Morning Nectar Visibly Flawless
Nourish & Hydrate Moisturizing Cold
Cream (175gm)",Skin Care,Moisturizers,230,0,0,4.4,1191,133,,Out Of Stock,High,230
Biotique,"Biotique Advanced Organics Glow Restore
Grapeseed & Sea Buckthorn Treatment Oil
(30ml)",Skin or Hair or Body,Oil,560,0,0,4.5,54,3,,Out Of Stock,High,560
Biotique,"Biotique Disney Princess Snow White
Honey Sunshine Nourishing Lotion (180ml)",Skin or Body,Moisturizers,275,0,0,4.5,104,17,,Out Of Stock,High,275
Biotique,"Biotique Bio Almond Oil Nourishing Body
Soap Save Rs.10 (Pack of 3)(Each 75gm)",Kits & Combos,Combo,140,0,0,4.5,705,75,,Out Of Stock,High,140
Biotique,"Biotique Bio Pineapple Oil Control
Foaming Face Cleanser (120ml)",Skin Care,Cleansers,149,0,0,4.4,701,139,,Out Of Stock,High,149
Biotique,"Biotique Diva Glam Highlighter Duo Stick
- Pop-N-Perk!(4gm)",Kits & Combos,Combo,670,0,0,3.0,11,3,,Out Of Stock,Medium,670
Biotique,"Biotique Disney Cars Bio Berry Shake
Body Wash (180ml)",Bath & Body,Bath & Shower,175,0,0,4.5,155,11,,Out Of Stock,High,175
Biotique,"Biotique Disney Cars Bio Honey Shake
Nourishing Lotion (180ml)",Skin or Body,Moisturizers,275,0,0,4.3,41,3,,Out Of Stock,High,275
Biotique,"Biotique Professional Tan Removal Insta
White Face Mask (500g)",Skin Care,Masks,1350,0,0,5.0,1,0,,Out Of Stock,High,1350
Biotique,"Biotique Bio Kaajal Supreme Black
Nourishing & Conditioning With Almond
Oil (3g)",Skin or Hair or Body,Oil,135,0,0,3.1,543,157,,Out Of Stock,Medium,135
Biotique,"Biotique Disney Baby Bio Morning Nectar
Nourishing Lotion (190ml)",Skin or Body,Moisturizers,280,0,0,4.5,150,15,,Out Of Stock,High,280
Biotique,"Biotique Walnut Volume & Bounce Shampoo
& Conditioner (650ml)",Hair,hair care,520,0,0,5.0,2,0,,Out Of Stock,High,520
Biotique,"Biotique Fresh Henna Colour Protect
Shampoo & Conditioner (650ml)",Hair,hair care,520,0,0,0.0,0,0,,Out Of Stock,Low,520
Biotique,"Biotique Pineapple Oil Control Foaming
Face Cleanser (120ml)",Skin Care,Cleansers,160,0,0,4.9,9,1,,Out Of Stock,High,160
Biotique,"Biotique Advanced Organics Tea Tree
Treament Oil Essential Oil for Face
(30ml)",Bath & Body,Body Care,560,0,0,4.5,28,1,,Out Of Stock,High,560
Biotique,"Biotique Advanced Organics Tea Tree
Anti-imperfection Daily Solution (30ml)",Others,Others,560,0,0,4.3,135,12,,Out Of Stock,High,560
Biotique,"Biotique Disney Baby Bio Almond Oil
Massage Oil (190ml)",Bath & Body,Body Care,150,0,0,4.5,185,25,,Out Of Stock,High,150
Biotique,"Biotique Bio Citron Stimulating Body
Massage Oil (200ml)",Bath & Body,Body Care,135,0,0,4.4,252,71,,Out Of Stock,High,135
Biotique,"Biotique Morning Nectar Moisturizing
Cream Bathing Bar (150 g)",Bath & Body,Bath & Shower,105,0,0,4.0,2,0,,Out Of Stock,High,105
Biotique,"Biotique Almond Oil Nourishing Bathing
Bar (150 g)",Bath & Body,Bath & Shower,105,0,0,4.0,1,0,,Out Of Stock,High,105
Biotique,"Biotique Bio Berry Sensitive Mommy &
Baby Bubble Bath 100% Soap Free (190ml)",Bath & Body,Bath & Shower,150,0,0,4.4,159,54,,Out Of Stock,High,150
Biotique,"Biotique Basil & Parsley Revitalizing
Bathing Bar (75 g)",Bath & Body,Bath & Shower,60,0,0,5.0,4,1,,Out Of Stock,High,60
Bobbi Brown,"Bobbi Brown Vitamin Enriched Face Base
(Moisturizer & Primer) - Full Size
(50ml)",Makeup,Face,7450,0,0,4.5,4215,471,BESTSELLER,In Stock,High,7450
Bobbi Brown,"Bobbi Brown Crushed Lip Color - Babe
(3.4g)",Makeup,Lips,2700,0,0,4.3,3615,866,BESTSELLER,In Stock,High,2700
Bobbi Brown,"Bobbi Brown 24 Hour Waterproof Kajal
Liner - Black (1.2 g)",Makeup,Eyes,1150,0,0,4.3,1069,105,BESTSELLER,In Stock,High,1150
Bobbi Brown,"Bobbi Brown New Extra Lip Tint - Bare
Raspberry (Lip Balm)(2.3 g)",Makeup,Lips,3350,0,0,4.5,690,67,BESTSELLER,In Stock,High,3350
Bobbi Brown,"Bobbi Brown Mini Weightless Skin Natural
Matte Finish Foundation SPF 15 - Warm
Ivory (13ml)",Makeup,Face,2450,0,0,4.4,1145,160,,In Stock,High,2450
Bobbi Brown,"Bobbi Brown Weightless Skin Natural
Matte Finish Foundation SPF 15 - Ivory
(30ml)",Makeup,Face,4950,0,0,4.4,1102,150,BESTSELLER,In Stock,High,4950
Bobbi Brown,"Bobbi Brown Luxe Lipstick - Soft Berry
(3.5 g)",Makeup,Lips,3990,0,0,4.5,310,35,BESTSELLER,In Stock,High,3990
Bobbi Brown,"Bobbi Brown Skin Long-Wear Weightless
Foundation Mini - Warm Ivory (13ml)",Makeup,Face,2190,0,0,4.3,2201,224,BESTSELLER,In Stock,High,2190
Bobbi Brown,"Bobbi Brown Crushed Oil Infused Gloss
with Hyaluronic Acid, Vitamin C & E -
Slow Jam (6ml)",Skin or Hair or Body,Oil,2700,0,0,4.4,734,109,BESTSELLER,In Stock,High,2700
Bobbi Brown,"Bobbi Brown Skin Full Cover Concealer -
Warm Honey (8ml)",Makeup,Face,3890,0,0,4.4,139,9,,In Stock,High,3890
